SHEETMETAL_REFERENCE
"(142, 1, 90.0, False)"
"(143, 1, 90.0, False)"
"(121, 1, 90.0, False)"
"(105, 1, 90.0, False)"
"(21, 1, 90.0, False)"
"(20, 1, 90.0, False)"
"(141, 1, 90.0, False)","(235, 1, 90.0, False)"
"(96, 1, 90.0, False)","(85, 0, 90.0, True)"
"(19, 1, 90.0, False)","(10, 1, 90.0, False)"
